"Resturants_name","Resturants_phone","Resturants_Review_user","Resturants_Review_feedback","Resturants_Review_photos_image"
"Raccolto","(206) 397-3775","T O.","I've been eyeing this place for awhile and finally got the opportunity to go here this evening with family. The ambiance of the restaurant is nice, clean and simple. Here is the run down of the experience:
Appetizers: Down right the best part of the meal. Loved the flavor profile of each of these dishes and I would have been content with just eating this alone.
1) Burrata with olive tapenade and crostini's.
2) Charcuterie - Salami, watercress and a sweet whole grain mustard with crostini's as well.
Pasta: Unfortunately, the pasta had a lot left to be desired.
1) Rigatoni - Braised pork, kale and parmesan. Was really bland and watery.
2) Bucatini - Pesto, tomato and parmesan. Was really bland and watery as well.
3) Strozzapreti - Bolognese and parmesan. Was the best tasting pasta dish of the evening, but lacked a good punch in flavor.
Drinks: We ordered a black manhattan and shared between us. Loved the flavor profile of this drink.
Service: The gals working tonight were attentive and very nice. Unfortunately, our main sever for the evening needs to not assume things. He was really trying hard to make the sales pitch to my family elders and pretty much focused on them. Seriously, treat us all equally, instead of sucking up to the people you assumed were going to be paying the bill. The look on his face when he realized he screwed up when I gave him my credit card to pay the bill was picture worthy. Also, we indicated that this was our first time at this restaurant and I stated I'm a regular at GH Pasta Co, but he spoke to me in minimal words that this place is not the same and much more upscale. Ummm... ok. There was no need for that pretentious vibe.
Overall, I say stick to eating the appetizers and having a drink here. If you want pasta, seriously go to GH Pasta Co. in downtown Seattle. Owned by the same chef and the pastas are fabulous! I'm hungry just thinking of the super flavorful pasta dishes one can get there.
Note - The bar is small and if you want a table you'll need to have a reservation. If you don't have a reservation, look on their online reservation service for availability as there actually might be a table available sooner then what the hostess will indicate to you in person.",""
"Raccolto","(206) 397-3775","Kurt H.","After living in San Francisco and having dined at world class Italian restaurants and around the world, was looking forward to dining here.
To those who say ""this is the best Italian restaurant they've ever been to"", I say you must be a Seattle native. Salt is the prominent taste in every dish.
The steak was fatty, the Halibut was bland. Having to pay for bread and olive oil? How déclassé. Service was good, wine selection mediocre. We brought our own bottle of Napa Howell Mountain Cab. The waitress gave us white wine glasses (right) and never poured one glass for us, even though we paid the corkage fee.
The ambiance is dated by about 2 decades and don't expect to have an intimate conversation because you will hear everyone else's drown out yours.
Go to the Pink Door if you want a fine dining Italian experience with a stellar wine list and seasoned staff.
Thank you, Next.","https://s3-media0.fl.yelpcdn.com/bphoto/ENlj5tX-_Y0VymmIVYrT1Q/348s.jpg"
"Raccolto","(206) 397-3775","Kurt H.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/RGi9eCW2Xf3xv4U6uQEBxA/168s.jpg"
"Raccolto","(206) 397-3775","Kurt H.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/5O2ytSfAEUTlYfNY84ZzzA/168s.jpg"
"Raccolto","(206) 397-3775","Claudia L.","Came here for a fun evening with friends. We were all first-timers to Raccolto, so we asked for recommendations from our (excellent) server. The menu is all small plates, and you order and share. What a great way to have a meal! Everything we had was good. I liked some things more than others ... but the roasted chicken and strozzapreti pasta were absolute stand-outs. Very nice selection of wines, too.
This little gem is about a 15-minute Uber from downtown Seattle, and it's very much worth the trip. Definitely make a reservation. You won't be sorry!",""
"Raccolto","(206) 397-3775","Stefan I.","First rate. Took my Mom and we went to town on the menu. Well-prepared and well- presented. Very good taste.
Only real criticism is that the interior is way too ""live"", and thus it can get quite noisy.",""
"Raccolto","(206) 397-3775","Jeremy S.","I came in with a group of people while traveling. It is an intimate neighborhood place. Everyone was friendly and our servers were helpful in determining the right proportions to order. We ordered the raw oysters, and the scallops to split and then we each ordered a pasta. This was perfect for 3 people. The pasta sauces were delicious and served al-dente which is the correct way to serve it. I appreciate that our server explained how the kitchen worked and how our food would come out depending on our order. We had a great time overall and the food was great.",""
"Raccolto","(206) 397-3775","Tom K.","This place is the unicorn that keeps getting better instead of compromising their way back into the pack. Very hard not to overeat.",""
"That’s Amore! Italian Cafe","(206) 322-3677","Steven C.","New to the neighborhood and wanted to grab something local. Very friendly owner we chatted with for a few minutes who lives nearby. Offering take-out during the current pandemic situation. Grabbed a spicy pepperoni and a vegan version of the vegatali, with some tiramisu thrown in. All excellent, very excited to visit once the city gets through the health scare!",""
"That’s Amore! Italian Cafe","(206) 322-3677","Matthew R.","I first heard about this restaurant through the Lyft Podcast - Pick me Up on my commute home to Seattle from Bellevue. It was a great story of how the current owner came to own the restaurant after the original one relocated to Kentucky.
This single podcast influenced my dinner choice that evening and we came from our place in Downtown Seattle and really enjoyed the food.
This place has much charm and the new owners Guy and David are great hosts and have a great team behind them.
I've had everything from scallops to chicken fettucini alfredo to wild boar ragu and more. I'm primarily and old world wine fan and apprecite their selection.
Fast forward to now, we live in the Mount Baker neighborhood and go about every three months and things are consistenly great and we've brought many out of town visitors here over time.
Whether you live in the neighborhood or outside, it's a great gathering for friends or family!",""
"That’s Amore! Italian Cafe","(206) 322-3677","Briana N.","I always drive past this place.... Didn't realize how popular it was.
I ordered the Ragù alla Bologna which is a meat sauce with wide, thick noodles. The sauce was very flavorful.. had a strong meat taste.. more so than a marinara taste. The pasts was garnished very lovely. They also give you bread while you're waiting....
I ordered a red wine which paired perfectly with my meal but forgot the name. Our server was very helpful with recommendations..
This restaurant has a great view of downtown but it's pretty crowded on Saturday's, so making a reservation might be helpful.","https://s3-media0.fl.yelpcdn.com/bphoto/WI9zriPPsVbxtQ6BlNUfEA/348s.jpg"
"That’s Amore! Italian Cafe","(206) 322-3677","Jessica N.","Best part about this restaurant is how warm and friendly it is. First time trying it out and the owners treated us like family. Made the dining experience in a cute neighborhood spot that much more enjoyable.
Food was also great! Favorite dish was the prawn and scallops saffron pasta. Expensive but worth it. Comes with two huge prawns that's are To. Die. For. Bolognese pasta was the other main dish we got... unique dish with a burst of flavor, but wasn't my personal favorite. Caesar salad was a nice way to start off our meal. Not overly dressed but still had lots of flavor... beware of garlic!
Tiramisu for dinner was creamy but very good. And the pistachio gelato with chunks is pistachios in it was another hit. I'll definitely be back!","https://s3-media0.fl.yelpcdn.com/bphoto/e1KooRaPZBrjUwxqfTG3DA/348s.jpg"
"That’s Amore! Italian Cafe","(206) 322-3677","Jessica N.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/HHOzc_zRjeGgZBGFw04ehA/168s.jpg"
"That’s Amore! Italian Cafe","(206) 322-3677","Jessica N.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/JWkMZuKpMY6Wm4sa2HRaCw/168s.jpg"
"That’s Amore! Italian Cafe","(206) 322-3677","Carol B.","Our favorite neighborhood restaurant! My partner and I live in the area and have to try not to come here every weekend. This is our go to spot when guests are in town. You can't beat the delicious food, quality wine, great views, and kind service. I don't think I need to say anymore, but I will.
Food: Superb Italian food. I've been here enough times to try much of the menu. You can't go wrong with the daily Tortellone. When I last visited it was filled with short rib and tasted perfect. I've also enjoyed their NY strip steak and Wild Boar Ragu. Typically I don't get appetizers because otherwise I get way too full, but their bruschetta is nice and refreshing when I do. Portions are reasonable but I almost always have leftovers to take home, just so I can save room for tiramisu. Honestly, I would come here exclusively for desert. The tiramisu is perfect in my eyes. It is rich and full of flavor.
Wine: Wonderful selection of quality wine. We always stick to reds and take the waiter's recommendations which we never regret.
Atmosphere: It's a beautiful view of the downtown Seattle skyline with the mountains in the background. The restaurant is on the smaller side so I always make a reservation, but I don't think one is always necessary.
Parking: limited street parking, but its always free.","https://s3-media0.fl.yelpcdn.com/bphoto/LHnzZz8Z_EITgWzd6WSpbQ/348s.jpg"
